player_team,season,player_name
Essendon,2021,Nik Cox
Hawthorn,2021,Tyler Brockman
Brisbane Lions,2021,Grant Birchall
Sydney,2021,Josh P. Kennedy
Brisbane Lions,2021,Mitch Robinson
Brisbane Lions,2021,Daniel Rich
Brisbane Lions,2021,Ryan Lester
Sydney,2021,Luke Parker
Sydney,2021,Tom Hickey
Sydney,2021,Harry Cunningham
Brisbane Lions,2021,Lachie Neale
Brisbane Lions,2021,Jarryd Lyons
Brisbane Lions,2021,Dayne Zorko
Brisbane Lions,2021,Lincoln McCarthy
Sydney,2021,Dane Rampe
Brisbane Lions,2021,Joe Daniher
Sydney,2021,Jake Lloyd
Brisbane Lions,2021,Charlie Cameron
Sydney,2021,Isaac Heeney
Brisbane Lions,2021,Harris Andrews
Brisbane Lions,2021,Callum Ah Chee
Sydney,2021,George Hewett
Sydney,2021,Callum Mills
Sydney,2021,Tom Papley
Brisbane Lions,2021,Eric Hipwood
Sydney,2021,Oliver Florent
Sydney,2021,Jordan Dawson
Brisbane Lions,2021,Jarrod Berry
Brisbane Lions,2021,Hugh McCluggage
Brisbane Lions,2021,Zac Bailey
Brisbane Lions,2021,Oscar McInerney
Sydney,2021,Tom McCartin
Brisbane Lions,2021,Brandon Starcevich
Sydney,2021,Nick Blakey
Sydney,2021,James Rowbottom
Sydney,2021,Hayden McLean
Sydney,2021,Chad Warner
Brisbane Lions,2021,Jack Payne
Sydney,2021,Sam Wicks
Brisbane Lions,2021,Tom Fullarton
Brisbane Lions,2021,Keidean Coleman
Brisbane Lions,2021,Harry Sharp
Sydney,2021,Logan McDonald
Sydney,2021,Errol Gulden
Sydney,2021,Braeden Campbell
Port Adelaide,2021,Robbie Gray
Port Adelaide,2021,Travis Boak
North Melbourne,2021,Todd Goldstein
North Melbourne,2021,Jack Ziebell
Port Adelaide,2021,Tom Rockliff
Port Adelaide,2021,Steven Motlop
North Melbourne,2021,Shaun Atley
Port Adelaide,2021,Charlie Dixon
North Melbourne,2021,Jared Polec
Port Adelaide,2021,Scott Lycett
Port Adelaide,2021,Tom Jonas
North Melbourne,2021,Dom Tyson
Port Adelaide,2021,Ollie Wines
North Melbourne,2021,Aidan Corr
Port Adelaide,2021,Tom Clurey
Port Adelaide,2021,Orazio Fantasia
North Melbourne,2021,Kayne Turner
North Melbourne,2021,Connor Menadue
Port Adelaide,2021,Karl Amon
Port Adelaide,2021,Darcy Byrne-Jones
Port Adelaide,2021,Aliir Aliir
Port Adelaide,2021,Ryan Burton
Port Adelaide,2021,Riley Bonner
Port Adelaide,2021,Dan Houston
North Melbourne,2021,Jy Simpkin
North Melbourne,2021,Cameron Zurhaar
Port Adelaide,2021,Todd Marshall
North Melbourne,2021,Ben McKay
North Melbourne,2021,Jaidyn Stephenson
North Melbourne,2021,Luke Davies-Uniacke
Port Adelaide,2021,Kane Farrell
North Melbourne,2021,Aiden Bonar
Port Adelaide,2021,Zak Butters
Port Adelaide,2021,Willem Drew
Port Adelaide,2021,Xavier Duursma
North Melbourne,2021,Bailey Scott
North Melbourne,2021,Tarryn Thomas
North Melbourne,2021,Lachie Young
North Melbourne,2021,Curtis Taylor
Port Adelaide,2021,Peter Ladhams
North Melbourne,2021,Jack Mahony
North Melbourne,2021,Tom Powell
Port Adelaide,2021,Miles Bergman
Greater Western Sydney,2021,Callan Ward
Greater Western Sydney,2021,Matt de Boer
Greater Western Sydney,2021,Phil Davis
Greater Western Sydney,2021,Lachlan Keeffe
Greater Western Sydney,2021,Stephen Coniglio
Greater Western Sydney,2021,Toby Greene
St Kilda,2021,Bradley Hill
Greater Western Sydney,2021,Nick Haynes
St Kilda,2021,Sebastian Ross
St Kilda,2021,Jimmy Webster
St Kilda,2021,Jack Billings
Greater Western Sydney,2021,Josh Kelly
St Kilda,2021,Tim Membrey
St Kilda,2021,Jack Lonie
St Kilda,2021,Jack Sinclair
St Kilda,2021,Daniel McKenzie
St Kilda,2021,Jack Steele
St Kilda,2021,Jade Gresham
St Kilda,2021,Dougal Howard
Greater Western Sydney,2021,Jacob Hopper
Greater Western Sydney,2021,Harry Himmelberg
St Kilda,2021,Dan Butler
Greater Western Sydney,2021,Tim Taranto
St Kilda,2021,Ben Long
Greater Western Sydney,2021,Harry Perryman
St Kilda,2021,Josh Battle
St Kilda,2021,Hunter Clark
St Kilda,2021,Nick Coffield
St Kilda,2021,Jack Higgins
Greater Western Sydney,2021,Isaac Cumming
Greater Western Sydney,2021,Sam Taylor
St Kilda,2021,Callum Wilkie
Greater Western Sydney,2021,Bobby Hill
Greater Western Sydney,2021,Connor Idun
Greater Western Sydney,2021,Tom Green
Greater Western Sydney,2021,Lachie Ash
St Kilda,2021,Jack Bytel
Greater Western Sydney,2021,Jack Buckley
Greater Western Sydney,2021,Matt Flynn
Greater Western Sydney,2021,Tanner Bruhn
St Kilda,2021,Tom Highmore
St Kilda,2021,Paul Hunter
West Coast,2021,Shannon Hurn
West Coast,2021,Josh J. Kennedy
West Coast,2021,Nic Naitanui
West Coast,2021,Jack Redden
West Coast,2021,Brad Sheppard
West Coast,2021,Jack Darling
West Coast,2021,Andrew Gaff
Gold Coast,2021,David Swallow
West Coast,2021,Jamie Cripps
Gold Coast,2021,Sam Day
Gold Coast,2021,Brandon Ellis
Gold Coast,2021,Alex Sexton
Gold Coast,2021,Jarrod Witts
Gold Coast,2021,Sean Lemmens
West Coast,2021,Dom Sheed
West Coast,2021,Jeremy McGovern
Gold Coast,2021,Nick Holman
Gold Coast,2021,Touk Miller
West Coast,2021,Jackson Nelson
West Coast,2021,Liam Duggan
West Coast,2021,Tom Barrass
Gold Coast,2021,Lachie Weller
Gold Coast,2021,Darcy MacPherson
Gold Coast,2021,Sam Collins
West Coast,2021,Tom Cole
Gold Coast,2021,Oleg Markov
Gold Coast,2021,Jack Bowes
Gold Coast,2021,Hugh Greenwood
Gold Coast,2021,Will Brodie
West Coast,2021,Zac Langdon
West Coast,2021,Tim Kelly
West Coast,2021,Liam Ryan
Gold Coast,2021,Charlie Ballard
Gold Coast,2021,Wil Powell
West Coast,2021,Oscar Allen
Gold Coast,2021,Jack Lukosius
West Coast,2021,Josh Rotham
Gold Coast,2021,Ben King
Gold Coast,2021,Noah Anderson
Gold Coast,2021,Connor Budarick
Gold Coast,2021,Izak Rankine
West Coast,2021,Xavier O'Neill
Collingwood,2021,Steele Sidebottom
Carlton,2021,Zac Williams
Carlton,2021,Jack Martin
Collingwood,2021,Callum L. Brown
Geelong,2021,Zach Tuohy
Geelong,2021,Jack Henry
Geelong,2021,Charlie Constable
Brisbane Lions,2021,Jaxon Prior
Sydney,2021,Lance Franklin
Adelaide,2021,David Mackay
Sydney,2021,Justin McInerney
Adelaide,2021,Will Hamill
Adelaide,2021,Shane McAdam
Adelaide,2021,Nick Murray
Port Adelaide,2021,Hamish Hartlett
Essendon,2021,Martin Gleeson
Essendon,2021,Tom Cutler
Port Adelaide,2021,Mitch Georgiades
Melbourne,2021,Jack Viney
St Kilda,2021,Zak Jones
St Kilda,2021,Max King
North Melbourne,2021,Josh Walker
North Melbourne,2021,Jed Anderson
Gold Coast,2021,Ben Ainsworth
North Melbourne,2021,Charlie Lazzaro
Richmond,2021,Trent Cotchin
Hawthorn,2021,Jack Scrimshaw
Hawthorn,2021,Jacob Koschitzke
West Coast,2021,Jamaine Jones
Greater Western Sydney,2021,Sam J. Reid
Fremantle,2021,Nathan Wilson
Fremantle,2021,Sean Darcy
Greater Western Sydney,2021,Brent Daniels
Fremantle,2021,Michael Frederick
Fremantle,2021,Lloyd Meek
Fremantle,2021,Heath Chapman
Collingwood,2021,Chris Mayne
Brisbane Lions,2021,Marcus Adams
Brisbane Lions,2021,Deven Robertson
Brisbane Lions,2021,Thomas Berry
Western Bulldogs,2021,Easton Wood
North Melbourne,2021,Ben Cunnington
North Melbourne,2021,Aaron Hall
Western Bulldogs,2021,Jason Johannisen
North Melbourne,2021,Nick Larkey
North Melbourne,2021,Will Phillips
Gold Coast,2021,Jarrod Harbrow
Adelaide,2021,Luke Brown
Adelaide,2021,Jake Kelly
Gold Coast,2021,Chris Burgess
Sydney,2021,Sam Reid
Richmond,2021,Derek Eggmolesse-Smith
St Kilda,2021,Shaun McKernan
St Kilda,2021,Jake Carlisle
St Kilda,2021,Brad Crouch
Essendon,2021,Jake Stringer
St Kilda,2021,Mason Wood
Essendon,2021,Matt Guelfi
Essendon,2021,Brandon Zerk-Thatcher
Essendon,2021,Alec Waterman
Essendon,2021,Archie Perkins
West Coast,2021,Luke Shuey
West Coast,2021,Jack Petruccelle
West Coast,2021,Jarrod Brander
Port Adelaide,2021,Connor Rozee
Fremantle,2021,Michael Walters
Carlton,2021,Jack Silvagni
Carlton,2021,Matthew Cottrell
Carlton,2021,Luke Parks
Greater Western Sydney,2021,Matt Buntine
Greater Western Sydney,2021,Nick Shipley
Greater Western Sydney,2021,Xavier O'Halloran
Geelong,2021,Mitch Duncan
Hawthorn,2021,Chad Wingard
Hawthorn,2021,Mitch Lewis
Geelong,2021,Max Holmes
Richmond,2021,Bachar Houli
Port Adelaide,2021,Lachie Jones
Richmond,2021,Rhyan Mansell
Richmond,2021,Will Martyn
Brisbane Lions,2021,Darcy Gardiner
Western Bulldogs,2021,Lewis Young
St Kilda,2021,Rowan Marshall
West Coast,2021,Jake Waterman
Carlton,2021,Eddie Betts
Greater Western Sydney,2021,Shane Mumford
Greater Western Sydney,2021,Jeremy Finlayson
Greater Western Sydney,2021,Jake Riccardi
Greater Western Sydney,2021,Conor Stone
North Melbourne,2021,Tom Campbell
North Melbourne,2021,Kyron Hayden
Melbourne,2021,Jake Melksham
Geelong,2021,Quinton Narkle
Geelong,2021,Brad Close
Hawthorn,2021,Michael Hartley
Fremantle,2021,Josh Treacy
St Kilda,2021,Luke Dunstan
Collingwood,2021,Levi Greenwood
West Coast,2021,Alex Witherden
Collingwood,2021,Darcy Cameron
Collingwood,2021,Mark Keane
Collingwood,2021,Beau McCreery
Collingwood,2021,Finlay Macrae
Western Bulldogs,2021,Hayden Crozier
Gold Coast,2021,Josh Corbett
Gold Coast,2021,Caleb Graham
Gold Coast,2021,Jy Farrar
Western Bulldogs,2021,Jordon Sweet
Sydney,2021,Will Hayward
Sydney,2021,Lewis Melican
Port Adelaide,2021,Sam Mayes
Carlton,2021,Mitch McGovern
Carlton,2021,Matthew Kennedy
Port Adelaide,2021,Boyd Woodcock
Essendon,2021,Zach Reid
Fremantle,2021,Rory Lobb
Fremantle,2021,Griffin Logue
Adelaide,2021,Darcy Fogarty
Melbourne,2021,Michael Hibberd
Melbourne,2021,Mitch Brown
Melbourne,2021,Harrison Petty
Geelong,2021,Gary Rohan
North Melbourne,2021,Atu Bosenavulagi
Geelong,2021,Sam De Koning
Western Bulldogs,2021,Zaine Cordy
Geelong,2021,Jeremy Cameron
Sydney,2021,Callum Sinclair
Sydney,2021,Kaiden Brand
Gold Coast,2021,Sam Flanders
Brisbane Lions,2021,Daniel McStay
Carlton,2021,David Cuningham
Carlton,2021,Liam Stocker
Fremantle,2021,Mitch Crowden
Hawthorn,2021,James Cousins
Adelaide,2021,Elliott Himmelberg
Adelaide,2021,Jackson Hately
Adelaide,2021,Riley Thilthorpe
Essendon,2021,Andrew Phillips
Collingwood,2021,Nathan Murphy
Collingwood,2021,Jay Rantall
St Kilda,2021,Darragh Joyce
Port Adelaide,2021,Martin Frederick
Western Bulldogs,2021,Mitch Hannan
Richmond,2021,Riley Collier-Dawkins
Collingwood,2021,Caleb Poulter
Greater Western Sydney,2021,Lachie Whitfield
Greater Western Sydney,2021,Jesse Hogan
St Kilda,2021,Ryan Byrnes
Hawthorn,2021,Finn Maginness
Brisbane Lions,2021,Rhys Mathieson
Port Adelaide,2021,Sam Powell-Pepper
Brisbane Lions,2021,James Madden
Sydney,2021,Colin O'Riordan
Sydney,2021,Dylan Stephens
Melbourne,2021,Oskar Baker
Essendon,2021,James Stewart
Essendon,2021,Nick Bryan
Fremantle,2021,Darcy Tucker
Fremantle,2021,Taylin Duman
West Coast,2021,Harry Edwards
Geelong,2021,Sam Simpson
Geelong,2021,Esava Ratugolea
St Kilda,2021,Paddy Ryder
Greater Western Sydney,2021,Daniel Lloyd
Greater Western Sydney,2021,Zach Sproule
Collingwood,2021,Oliver Henry
Melbourne,2021,Ben Brown
Sydney,2021,Robbie Fox
West Coast,2021,Brendon Ah Chee
West Coast,2021,Bailey J. Williams
Hawthorn,2021,Emerson Jeka
Carlton,2021,Matthew Owies
Western Bulldogs,2021,Buku Khamis
St Kilda,2021,James Frawley
Collingwood,2021,Tom Wilson
North Melbourne,2021,Taylor Garner
North Melbourne,2021,Trent Dumont
Gold Coast,2021,Rory Atkins
Richmond,2021,Patrick Naish
Richmond,2021,Hugo Ralphsmith
Western Bulldogs,2021,Roarke Smith
Western Bulldogs,2021,Cody Weightman
Essendon,2021,David Zaharakis
Melbourne,2021,Sam Weideman
Carlton,2021,Nic Newman
Adelaide,2021,Chayce Jones
Adelaide,2021,Ronin O'Connor
Carlton,2021,Tom De Koning
Hawthorn,2021,Damon Greaves
Hawthorn,2021,Ned Reeves
Gold Coast,2021,Zac Smith
St Kilda,2021,Jarryn Geary
Port Adelaide,2021,Trent McKenzie
Western Bulldogs,2021,Louis Butler
Collingwood,2021,Trent Bianco
Gold Coast,2021,Malcolm Rosas
West Coast,2021,Elliot Yeo
Richmond,2021,Callum Coleman-Jones
Sydney,2021,Joel Amartey
St Kilda,2021,Oscar Clavarino
Collingwood,2021,Max Lynch
Richmond,2021,Mabior Chol
West Coast,2021,Luke Foley
West Coast,2021,Luke Edwards
Sydney,2021,James Bell
Hawthorn,2021,Jai Newcombe
Fremantle,2021,Alex Pearce
Fremantle,2021,Brett Bewley
Gold Coast,2021,Matt Rowell
Fremantle,2021,Brandon Walker
North Melbourne,2021,Robbie Tarrant
Greater Western Sydney,2021,Adam Kennedy
North Melbourne,2021,Tristan Xerri
Western Bulldogs,2021,Toby McLean
Gold Coast,2021,Brayden Fiorini
Port Adelaide,2021,Jarrod Lienert
North Melbourne,2021,Luke McDonald
Hawthorn,2021,Lachlan Bramble
St Kilda,2021,Leo Connolly
Gold Coast,2021,Jeremy Sharp
Greater Western Sydney,2021,Kieren Briggs
Western Bulldogs,2021,Ed Richards
Western Bulldogs,2021,Riley Garcia
Adelaide,2021,Luke Pedlar
Hawthorn,2021,Conor Nash
Fremantle,2021,Bailey Banfield
Hawthorn,2021,Denver Grainger-Barras
St Kilda,2021,Dean Kent
Richmond,2021,Ryan Garthwaite
Richmond,2021,Sydney Stack
Collingwood,2021,Trey Ruscoe
Richmond,2021,Thomson Dow
Richmond,2021,Matthew Parker
Western Bulldogs,2021,Jamarra Ugle-Hagan
Melbourne,2021,Aaron vandenBerg
Essendon,2021,Sam Durham
West Coast,2021,Connor West
Collingwood,2021,Anton Tohill
West Coast,2021,Mark Hutchings
Western Bulldogs,2021,Josh Schache
Carlton,2021,Charlie Curnow
Carlton,2021,Josh Honey
St Kilda,2021,Cooper Sharman
North Melbourne,2021,Eddie Ford
Collingwood,2021,Jack Ginnivan
Melbourne,2021,Jake Bowey
Brisbane Lions,2021,Nakia Cockatoo
Essendon,2021,Dylan Clarke
Fremantle,2021,Joel Western
Greater Western Sydney,2021,James Peatling
Geelong,2021,Nathan Kreuger
Gold Coast,2021,Jacob Townsend
Adelaide,2021,Brayden Cook
Hawthorn,2021,Connor Downie
St Kilda,2021,Dan Hannebery
Melbourne,2021,Joel Smith
Adelaide,2021,Ben Davis
Adelaide,2021,Kieran Strachan
Gold Coast,2021,Joel Jeffrey
Gold Coast,2021,Alex Davies
Carlton,2021,Brodie Kemp
Adelaide,2021,Lachlan Gollant
